"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","RID","NEUROPATH","NACC Neuropathology Data Form","1","Participant roster ID","-4","-4","C","10","-4","-4","-4","-4","-4","","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPSEX","NEUROPATH","NACC Neuropathology Data Form","4","Subject's sex ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Male; 2 = Female","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFRONT","NEUROPATH","NACC Neuropathology Data Form","14D","Frontotemporal dementia and Parkinsonism with tau-positive or argyrophiilic inclusions","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFTDSPC","NEUROPATH","NACC Neuropathology Data Form","14H","Was FTD ""not otherwise specified"" present (e.g., ""immunostaining for ubiquitin and tau not done"")?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFTDNO","NEUROPATH","NACC Neuropathology Data Form","14G","Is ther FTD with no distinctive histopathology (tau-negative, ubiquitin-negative, and no agryrophilic inclusions)?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFTD","NEUROPATH","NACC Neuropathology Data Form","14F","FTD with ubiquitin-positive (tau-negative) inclusions","-4","-4","N","1","-4","-4","-4","-4","-4","1=FTD with motor neuron disease; 2=FTD without motor neuron disease; 3=None present; 4=Not assessed; 9=Missing/unknown;-4=Not avaibale, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPTAU","NEUROPATH","NACC Neuropathology Data Form","14E","Tauopathy, other (e.g., tangle-only dementia and argyrophilic grain dementia):","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPLAC","NEUROPATH","NACC Neuropathology Data Form","12C","Are one or more lacunes (small artery infarcts and/or hemmorrhages) present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPLINF","NEUROPATH","NACC Neuropathology Data Form","12A","Are one or more large artery cerebral infarcts present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPART","NEUROPATH","NACC Neuropathology Data Form","12E","Is subcortical arteriosclerotic leukoencephalopathy present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPOANG","NEUROPATH","NACC Neuropathology Data Form","12K","Is another type of angiopathy (e.g., CADASIL or arteritis) present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPSCL","NEUROPATH","NACC Neuropathology Data Form","12G","Is medial temporal lobe sclerosis (including hippocampal sclerosis) present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPMICRO","NEUROPATH","NACC Neuropathology Data Form","12B","Are one or more cortical microinfarcts (including ""granular atrophy"") present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPHEM","NEUROPATH","NACC Neuropathology Data Form","12D","Are single or multiple hemmorhages present?","-4","-4","N","1","-4","-4","-4","-4","-4","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way; .=skipped","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFIX","NEUROPATH","NACC Neuropathology Data Form","8","Fixative ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Formalin; 2 = Paraformaldehyde; 7 = Other (Specify);-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPFIXX","NEUROPATH","NACC Neuropathology Data Form","8a","Fixative -- Other, specify ","-4","-4","C","30","-4","-4","-4","-4","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPWBRWT","NEUROPATH","NACC Neuropathology Data Form","9a","Whole brain weight ","-4","-4","N","4","-4","-4","-4","-4","-4","100-2500; 9999 = unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPWBRF","NEUROPATH","NACC Neuropathology Data Form","9b","Fresh or fixed weight ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Fresh; 2 = Fixed; 8 = N/A;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPGRCCA","NEUROPATH","NACC Neuropathology Data Form","9c1","Severity of gross findings -- Cerebral cortex atrophy ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = None; 1 = Mild; 2 = Moderate; 3 = Severe; 8 = Not assessed; 9 = Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPGRLA","NEUROPATH","NACC Neuropathology Data Form","9c2","Severity of gross findings -- Lobaratrophy ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = None; 1 = Yes; 8 = Not assessed; 9 = Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPGRHA","NEUROPATH","NACC Neuropathology Data Form","9c3","Severity of gross findings -- Hippocampus atrophy ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = None; 1 = Mild; 2 = Moderate; 3 = Severe; 8 = Not assessed; 9 = Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPGRSNH","NEUROPATH","NACC Neuropathology Data Form","9c4","Severity of gross findings -- Substantianigra hypopigmentation ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = None; 1 = Mild; 2 = Moderate; 3 = Severe; 8 = Not assessed; 9 = Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPGRLCH","NEUROPATH","NACC Neuropathology Data Form","9c5","Severity of gross findings -- L. ceruleus hypopigmentation ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = None; 1 = Mild; 2 = Moderate; 3 = Severe; 8 = Not assessed; 9 = Missing/unknown","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPTAN","NEUROPATH","NACC Neuropathology Data Form","10a","Tau antibody ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Non-phospho specific; 2 = PHF1; 3 = CP13; 4 = AT8; 7 = Other (Specify); 8 = Not assessed;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPTANX","NEUROPATH","NACC Neuropathology Data Form","10a1","Tau antibody -- Other, specify ","-4","-4","C","30","-4","-4","-4","-4","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPABAN","NEUROPATH","NACC Neuropathology Data Form","10b","Amyloid beta antibody ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = 4G8; 2 = 10D5; 7 = Other (specify); 8 = Not assessed;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPABANX","NEUROPATH","NACC Neuropathology Data Form","10b1","Amyloid beta antibody -- Other, specify ","-4","-4","C","30","-4","-4","-4","-4","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPASAN","NEUROPATH","NACC Neuropathology Data Form","10c","Alpha synuclein antibody ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Non-phospho specific (e.g., LB509); 2 = Phospho-specific (e.g., pSYN#64); 7 = Other (specify); 8 = Not assessed;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPASANX","NEUROPATH","NACC Neuropathology Data Form","10c1","Alpha synuclein antibody -- Other, specify ","-4","-4","C","30","-4","-4","-4","-4","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPTDPAN","NEUROPATH","NACC Neuropathology Data Form","10d","TDP-43 antibody ","-4","-4","N","1","-4","-4","-4","-4","-4","1 = Non-phospho specific; 2 = Phospho-specific; 7 = Other (specify); 8 = Not assessed;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPTDPANX","NEUROPATH","NACC Neuropathology Data Form","10d1","TDP-43 antibody -- Other, specify ","-4","-4","C","30","-4","-4","-4","-4","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPHISMB","NEUROPATH","NACC Neuropathology Data Form","1.00E+02","Histochemical stains -- Modified Bielschowsky ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = No; 1 = Yes;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPHISG","NEUROPATH","NACC Neuropathology Data Form","1.00E+03","Histochemical stains -- Gallyas ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = No; 1 = Yes;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
"-4","NPHISSS","NEUROPATH","NACC Neuropathology Data Form","1.00E+04","Histochemical stains -- Other silver stain ","-4","-4","N","1","-4","-4","-4","-4","-4","0 = No; 1 = Yes;-4=Not available, NP form version submitted did not collect data in this way","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-03-31 16:32:22.0"
